course_id,course_name,semester_range,n_semesters,avg_final_grade,total_students,avg_pass_pct,avg_general_rank,n_general_rank,hist_url,cf_url
124703,מבנה ופעילות בכימיה אורגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/124703/,https://cheesefork.cf/?course=124703&semester=202301
124708,כימיה אורגנית מורחב 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/124708/,https://cheesefork.cf/?course=124708&semester=202302
124711,כימיה אורגנית 2מ',,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/124711/,https://cheesefork.cf/?course=124711&semester=202302
124801,כימיה אורגנית 1ב,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/124801/,https://cheesefork.cf/?course=124801&semester=202302
124911,מעבדה כימיה אורגנית 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/124911/,https://cheesefork.cf/?course=124911&semester=202302
124912,מעבדה בכימיה אורגנית 2מ,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/124912/,https://cheesefork.cf/?course=124912&semester=202301
125000,מבוא לכימיה קוונטית למהנדסים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125000/,https://cheesefork.cf/?course=125000&semester=202302
125001,כימיה כללית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125001/,https://cheesefork.cf/?course=125001&semester=202302
125013,מעבדה בכימיה כללית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125013/,https://cheesefork.cf/?course=125013&semester=202302
125101,כימיה אנליטית 1 למהנדסים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125101/,https://cheesefork.cf/?course=125101&semester=202302
125102,מעבדה כימיה אנליטית 1 למהנדסים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125102/,https://cheesefork.cf/?course=125102&semester=202301
125105,מע.בכימיה אנליטית 1 להנ.ביוכימית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125105/,https://cheesefork.cf/?course=125105&semester=202302
125800,כימיה אורגנית מ',,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125800/,https://cheesefork.cf/?course=125800&semester=202201
125801,כימיה אורגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125801/,https://cheesefork.cf/?course=125801&semester=202302
125802,"כימיה אורגנית רב""מ",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125802/,https://cheesefork.cf/?course=125802&semester=202202
125803,כימיה אורגנית לרפואה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/125803/,https://cheesefork.cf/?course=125803&semester=202302
126200,כימיה אי אורגנית מתקדמת 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126200/,https://cheesefork.cf/?course=126200&semester=202302
126302,מעב' אנליטית מתקדמת בניטור סביבתי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126302/,https://cheesefork.cf/?course=126302&semester=202202
126303,מע. בכימיה אי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126303/,https://cheesefork.cf/?course=126303&semester=202302
126304,ביולוגיה מבנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126304/,https://cheesefork.cf/?course=126304&semester=202102
126600,מעבדה מתקדמת בכימיה פיסיקלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126600/,https://cheesefork.cf/?course=126600&semester=202302
126601,כימיה פיסיקלית עיונית מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126601/,https://cheesefork.cf/?course=126601&semester=202001
126602,כימיה פיסיקלית ניסיונית מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126602/,https://cheesefork.cf/?course=126602&semester=202302
126603,כימיה חישובית יישומית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126603/,https://cheesefork.cf/?course=126603&semester=202302
126604,מעבדה בטכנולוגיות קוונטיות א,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126604/,https://cheesefork.cf/?course=126604&semester=202302
126605,מעבדה בטכנולוגיות קוונטיות מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126605/,https://cheesefork.cf/?course=126605&semester=202302
126700,כימיה אורגנית מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126700/,https://cheesefork.cf/?course=126700&semester=202302
126901,מעבדה מתקדמת בכימיה אורגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126901/,https://cheesefork.cf/?course=126901&semester=202302
126902,מעבדה מתקדמת כימיה אורגנית פיסיקל,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/126902/,https://cheesefork.cf/?course=126902&semester=202302
127002,קטליזה הטרוגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127002/,https://cheesefork.cf/?course=127002&semester=202302
127004,נושאים בתורת פיזור קוונטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127004/,https://cheesefork.cf/?course=127004&semester=202202
127009,נושאים נבחרים בכימיה ביומימטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127009/,https://cheesefork.cf/?course=127009&semester=202002
127010,נושאים מתקדמים בכימיה פיזיקלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127010/,https://cheesefork.cf/?course=127010&semester=202301
127011,מבוא לרנורמליזציה בפיזיקה אטומית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127011/,https://cheesefork.cf/?course=127011&semester=202301
127100,קניין רוחני ובפרט פטנטים בכימיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127100/,https://cheesefork.cf/?course=127100&semester=201702
127107,כימיה של פורפירינים ומטלופורפירינ,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127107/,https://cheesefork.cf/?course=127107&semester=202202
127109,כימיה של הסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127109/,https://cheesefork.cf/?course=127109&semester=202102
127206,כימיה אנליטית באמצעות לייזרים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127206/,https://cheesefork.cf/?course=127206&semester=201901
127207,כימיה אנליטית יישומית מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127207/,https://cheesefork.cf/?course=127207&semester=201902
127403,כימיה פיסיקלית של השטח,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127403/,https://cheesefork.cf/?course=127403&semester=202302
127412,כימיה קוונטית 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127412/,https://cheesefork.cf/?course=127412&semester=202102
127415,שיטות חישוב בכימיה קוונטית וישומן,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127415/,https://cheesefork.cf/?course=127415&semester=202301
127424,שיטות וישומים מתקדמים בתמג,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127424/,https://cheesefork.cf/?course=127424&semester=201801
127427,מצב מוצק לכימאים (מורחב),,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127427/,https://cheesefork.cf/?course=127427&semester=202301
127433,שיטות נסיוניות במדעי השטח,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127433/,https://cheesefork.cf/?course=127433&semester=202102
127435,תופעות הרזוננס בטבע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127435/,https://cheesefork.cf/?course=127435&semester=202301
127436,תרמודינמיקה של מערכות קטנות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127436/,https://cheesefork.cf/?course=127436&semester=202202
127437,פוטוקטליזה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127437/,https://cheesefork.cf/?course=127437&semester=202201
127438,סימטריה ושימושיה בכימיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127438/,https://cheesefork.cf/?course=127438&semester=202302
127441,פוטוכימיה ביולוגית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127441/,https://cheesefork.cf/?course=127441&semester=202002
127442,כימיה ופיסיקה במערכות קטנות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127442/,https://cheesefork.cf/?course=127442&semester=202102
127443,אלקטרוניקה מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127443/,https://cheesefork.cf/?course=127443&semester=202302
127444,חומרים ביולוגיים וביואלקטרוניקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127444/,https://cheesefork.cf/?course=127444&semester=202101
127445,אלקטרוכימיה בסיסית ויישומיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127445/,https://cheesefork.cf/?course=127445&semester=201902
127446,מבוא לטכנולוגיה קוונטית מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127446/,https://cheesefork.cf/?course=127446&semester=202302
127447,יישומי טכנולוגיה קוונטית מולקו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127447/,https://cheesefork.cf/?course=127447&semester=202202
127449,מעבדה בכימיה קוונטית חישובית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127449/,https://cheesefork.cf/?course=127449&semester=202201
127450,ביופוטוכימיה ותופעות קוונטיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127450/,https://cheesefork.cf/?course=127450&semester=202002
127451,כימיה פיסיקלית של חומרים קוונטים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127451/,https://cheesefork.cf/?course=127451&semester=202202
127452,שליטה ומדידה קוונטית בכימיה פיס.,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127452/,https://cheesefork.cf/?course=127452&semester=202201
127453,אלקטרוכימיה: עקרונות ויישומים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127453/,https://cheesefork.cf/?course=127453&semester=202302
127454,סימולציה נומרית בפיסיקה כימית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127454/,https://cheesefork.cf/?course=127454&semester=202302
127455,אורביטלים מולקולריים בכימ' אורגנ',,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127455/,https://cheesefork.cf/?course=127455&semester=202202
127456,תכנון מולקולרי של חומרים ביולוגיי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127456/,https://cheesefork.cf/?course=127456&semester=202201
127458,מבוא לחישנים כימיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127458/,https://cheesefork.cf/?course=127458&semester=202202
127459,ספקטרוסקופיה של פאזה מעובה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127459/,https://cheesefork.cf/?course=127459&semester=202302
127460,מעבדה בחישוב קוונטי בכימיה פיסיקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127460/,https://cheesefork.cf/?course=127460&semester=202301
127710,אורביטלים מולק.בכימיה אורגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127710/,https://cheesefork.cf/?course=127710&semester=201702
127712,פוטוכימיה אורגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127712/,https://cheesefork.cf/?course=127712&semester=202002
127727,תרכובות אורגנומתכתיות בסינתזה אור,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127727/,https://cheesefork.cf/?course=127727&semester=202302
127729,סינתזה סטראוסלקטיבית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127729/,https://cheesefork.cf/?course=127729&semester=202001
127730,קביעת מבנה בשיטות פיסיקליות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127730/,https://cheesefork.cf/?course=127730&semester=202301
127731,כימיה וביוכימיה של פחמימות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127731/,https://cheesefork.cf/?course=127731&semester=201801
127735,נושאים נבחרים בקטליזה הומוגנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127735/,https://cheesefork.cf/?course=127735&semester=202101
127738,כימיה אורגנית 3 מורחב,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127738/,https://cheesefork.cf/?course=127738&semester=202201
127740,פולימרים: מסינתזה לארכיטקטורות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127740/,https://cheesefork.cf/?course=127740&semester=202302
127741,כימיה של פפטידים וחלבונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127741/,https://cheesefork.cf/?course=127741&semester=202301
127742,כימיה מדיצינלית של אנטיביוטיקות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127742/,https://cheesefork.cf/?course=127742&semester=202002
127744,כימיה מעבר לכיתת הלימוד,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/127744/,https://cheesefork.cf/?course=127744&semester=202101
128001,נושאים מתקדמים בכימיה 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128001/,https://cheesefork.cf/?course=128001&semester=202302
128002,נושאים מתקדמים בכימיה 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128002/,https://cheesefork.cf/?course=128002&semester=202301
128003,נושאים מתקדמים בכימיה 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128003/,https://cheesefork.cf/?course=128003&semester=202301
128004,נושאים מתקדמים בכימיה 4,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128004/,https://cheesefork.cf/?course=128004&semester=202301
128006,נושאים מתקדמים בכימיה פיסיקלית 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128006/,https://cheesefork.cf/?course=128006&semester=202102
128007,שיטות מחקר מתקדמות 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128007/,https://cheesefork.cf/?course=128007&semester=202302
128008,שיטות מחקר מתקדמות 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128008/,https://cheesefork.cf/?course=128008&semester=202302
128413,סמינר בכימיה פיסיקלית ואנליטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128413/,https://cheesefork.cf/?course=128413&semester=202302
128713,סמינר בכימיה אורגנית ואי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128713/,https://cheesefork.cf/?course=128713&semester=202302
128719,הכימיה בפיתוח תרופות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/128719/,https://cheesefork.cf/?course=128719&semester=202201
134014,הכרת החי והצומח א',,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134014/,https://cheesefork.cf/?course=134014&semester=201801
134015,הכרת החי והצומח ב',,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134015/,https://cheesefork.cf/?course=134015&semester=202201
134019,מבוא לביוכימיה ואנזימולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134019/,https://cheesefork.cf/?course=134019&semester=202302
134020,גנטיקה כללית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134020/,https://cheesefork.cf/?course=134020&semester=202302
134037,ביולוגיה של חרקים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134037/,https://cheesefork.cf/?course=134037&semester=201702
134039,וירולוגיה מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134039/,https://cheesefork.cf/?course=134039&semester=202302
134040,פיזיולוגיה מוליקולרית של הצמח,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134040/,https://cheesefork.cf/?course=134040&semester=202302
134049,פרויקט מחקר בביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134049/,https://cheesefork.cf/?course=134049&semester=202302
134055,אנדוקרינולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134055/,https://cheesefork.cf/?course=134055&semester=201701
134058,ביולוגיה 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134058/,https://cheesefork.cf/?course=134058&semester=202302
134069,ביולוגיה של ההתפתחות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134069/,https://cheesefork.cf/?course=134069&semester=202201
134076,הכרת המערכת הימית של מפרץ אילת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134076/,https://cheesefork.cf/?course=134076&semester=201801
134082,ביולוגיה מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134082/,https://cheesefork.cf/?course=134082&semester=202301
134088,מעבדה מתקדמת בביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134088/,https://cheesefork.cf/?course=134088&semester=202201
134111,זואולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134111/,https://cheesefork.cf/?course=134111&semester=202301
134113,מסלולים מטבולים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134113/,https://cheesefork.cf/?course=134113&semester=202301
134114,מעבדה בביוכימיה ומטבוליזם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134114/,https://cheesefork.cf/?course=134114&semester=201702
134117,פיזיולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134117/,https://cheesefork.cf/?course=134117&semester=202302
134119,בקרת הביטוי הגנטי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134119/,https://cheesefork.cf/?course=134119&semester=202302
134121,מיקרוביולוגיה ווירולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134121/,https://cheesefork.cf/?course=134121&semester=202302
134122,מעבדה בהנדסה גנטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134122/,https://cheesefork.cf/?course=134122&semester=202002
134123,סמינר בביולוגיה 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134123/,https://cheesefork.cf/?course=134123&semester=202302
134124,סמינר ביולוגיה 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134124/,https://cheesefork.cf/?course=134124&semester=202301
134125,סמינר בביולוגיה 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134125/,https://cheesefork.cf/?course=134125&semester=202301
134126,סמינר בביולוגיה 4,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134126/,https://cheesefork.cf/?course=134126&semester=201701
134127,נושאים בביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134127/,https://cheesefork.cf/?course=134127&semester=202301
134128,ביולוגיה של התא,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134128/,https://cheesefork.cf/?course=134128&semester=202302
134129,הביולוגיה של מחלת הסרטן,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134129/,https://cheesefork.cf/?course=134129&semester=201802
134133,אבולוציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134133/,https://cheesefork.cf/?course=134133&semester=202302
134134,מעבדה בעולם החי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134134/,https://cheesefork.cf/?course=134134&semester=202301
134136,ביופיסיקה מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134136/,https://cheesefork.cf/?course=134136&semester=201701
134137,תאי גזע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134137/,https://cheesefork.cf/?course=134137&semester=202302
134140,יוביקוויטין ומחזור חלבונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134140/,https://cheesefork.cf/?course=134140&semester=202301
134141,ביולוגיה חישובית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134141/,https://cheesefork.cf/?course=134141&semester=202301
134142,מעבדה בגנטיקה מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134142/,https://cheesefork.cf/?course=134142&semester=202301
134143,מעבדה בביוכימיה ומטבוליזם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134143/,https://cheesefork.cf/?course=134143&semester=202302
134144,מעבדה בפיזיולוגיה של הצמח,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134144/,https://cheesefork.cf/?course=134144&semester=202302
134145,מדעי התרופה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134145/,https://cheesefork.cf/?course=134145&semester=202102
134147,מטבוליזם ומחלות באדם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134147/,https://cheesefork.cf/?course=134147&semester=202301
134150,פרויקט מחקר למסלול מצטיינים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134150/,https://cheesefork.cf/?course=134150&semester=202302
134151,"העולם המודרני של הרנ""א",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134151/,https://cheesefork.cf/?course=134151&semester=202302
134152,מבוא לנוירוביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134152/,https://cheesefork.cf/?course=134152&semester=201902
134153,אקולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134153/,https://cheesefork.cf/?course=134153&semester=202302
134154,ביוסטטיסטיקה לביולוגים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134154/,https://cheesefork.cf/?course=134154&semester=202301
134155,אנדוקרינולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134155/,https://cheesefork.cf/?course=134155&semester=202301
134156,ביופיסיקה מולקולרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134156/,https://cheesefork.cf/?course=134156&semester=202201
134157,מבוא לנוירוביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134157/,https://cheesefork.cf/?course=134157&semester=202302
134158,שיטות בביואינפורמטיקה למדעי החיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134158/,https://cheesefork.cf/?course=134158&semester=202301
134159,מעבדה בהנדסה גנטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134159/,https://cheesefork.cf/?course=134159&semester=202302
134160,חשיבה מדעית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134160/,https://cheesefork.cf/?course=134160&semester=202302
134161,חשיפה למחקר עכשווי בביולגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134161/,https://cheesefork.cf/?course=134161&semester=202301
134163,טכנול' ביולוגיות לקיימות גלובלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/134163/,https://cheesefork.cf/?course=134163&semester=202301
136014,פיתוח תרופות ביולוגיות חדשניות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136014/,https://cheesefork.cf/?course=136014&semester=202202
136022,מסלולי חישה במיקרואורגניזמים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136022/,https://cheesefork.cf/?course=136022&semester=202202
136032,ביולוגיה מערכתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136032/,https://cheesefork.cf/?course=136032&semester=202101
136037,ביולוגיה מערכתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136037/,https://cheesefork.cf/?course=136037&semester=202302
136042,מודלים בביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136042/,https://cheesefork.cf/?course=136042&semester=202301
136088,גנטיקה מולקולרית של האדם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136088/,https://cheesefork.cf/?course=136088&semester=202301
136090,התקשרויות חלבון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136090/,https://cheesefork.cf/?course=136090&semester=201802
136093,מבנה ותכנון של ביומקרומולקולות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136093/,https://cheesefork.cf/?course=136093&semester=202001
136105,ביולוגיה של ההתפתחות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136105/,https://cheesefork.cf/?course=136105&semester=202201
136203,פוטוסינטזה ימית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136203/,https://cheesefork.cf/?course=136203&semester=202302
136204,ביולוגיה של אלמוגים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136204/,https://cheesefork.cf/?course=136204&semester=202301
136205,מיקרוביולוגיה ימית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136205/,https://cheesefork.cf/?course=136205&semester=202302
136206,הכרת הפלנקטון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/136206/,https://cheesefork.cf/?course=136206&semester=202202
138000,ממחקר בסיסי לסביבת העבודה בביוטק,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138000/,https://cheesefork.cf/?course=138000&semester=202301
138002,הבסיס המולקולרי של מחלת הסרטן,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138002/,https://cheesefork.cf/?course=138002&semester=202301
138005,כלים בביואינפורמטיקה מבנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138005/,https://cheesefork.cf/?course=138005&semester=202202
138008,הפרדה ואפיון תאים בעזרת פאקס,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138008/,https://cheesefork.cf/?course=138008&semester=202302
138009,ניסויים קלינים ותקנות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138009/,https://cheesefork.cf/?course=138009&semester=202101
138012,עריכה גנטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138012/,https://cheesefork.cf/?course=138012&semester=202301
138013,עקרונות בסיסיים בפיתוח תרופות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138013/,https://cheesefork.cf/?course=138013&semester=202302
138018,פרוטיאומיקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138018/,https://cheesefork.cf/?course=138018&semester=202302
138021,מכונות ביולוגיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138021/,https://cheesefork.cf/?course=138021&semester=202201
138023,אקולוגיה מיקרוביאלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138023/,https://cheesefork.cf/?course=138023&semester=202202
138029,נושאים מתקדמים בביולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138029/,https://cheesefork.cf/?course=138029&semester=202302
138033,תהליכים מכניים בביוכימיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138033/,https://cheesefork.cf/?course=138033&semester=202302
138034,התגובה התאית לנזקים ב,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138034/,https://cheesefork.cf/?course=138034&semester=202301
138038,גישות ניסוייות בחומצות גרעין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138038/,https://cheesefork.cf/?course=138038&semester=202302
138039,תפקוד ומבנה חלבונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138039/,https://cheesefork.cf/?course=138039&semester=202301
138044,תאי גזע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138044/,https://cheesefork.cf/?course=138044&semester=202002
138045,יסודות הטוקסיקולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138045/,https://cheesefork.cf/?course=138045&semester=202302
138046,מדעי הנתונים הגנומיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138046/,https://cheesefork.cf/?course=138046&semester=202101
138047,מדעי הנתונים הגנומיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138047/,https://cheesefork.cf/?course=138047&semester=202301
138049,שיטות מיקרוסקופיה במדעי החיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138049/,https://cheesefork.cf/?course=138049&semester=202301
138060,עבודת מחקר 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138060/,https://cheesefork.cf/?course=138060&semester=202302
138061,עבודת מחקר 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138061/,https://cheesefork.cf/?course=138061&semester=202302
138074,כלים בביואינפורמטיקה מבנית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138074/,https://cheesefork.cf/?course=138074&semester=202302
138083,נושאים עדכניים בביולוגיה 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138083/,https://cheesefork.cf/?course=138083&semester=202302
138084,נושאים עדכניים בביולוגיה 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138084/,https://cheesefork.cf/?course=138084&semester=202302
138085,נושאים עדכניים בביולוגיה 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/138085/,https://cheesefork.cf/?course=138085&semester=202302
